Timestamp: Y2023m11d29_h14m23s28
10,0.015622,0.238435,0.350645,0.371289,0.510693
20,0.015622,0.238435,0.350645,0.371289,0.510693
30,0.015622,0.238435,0.350645,0.371289,0.510693
40,0.015622,0.238435,0.350645,0.371289,0.510693
50,0.015622,0.238435,0.350645,0.371289,0.510693
60,0.015622,0.238435,0.350645,0.371289,0.510693
70,0.015622,0.238435,0.350659,0.371276,0.510693
80,0.015623,0.238435,0.350694,0.371243,0.510693
90,0.015625,0.238435,0.350742,0.371197,0.510693
100,0.015632,0.238435,0.350799,0.371143,0.510693
110,0.015649,0.238435,0.350860,0.371084,0.510691
120,0.015682,0.238435,0.350924,0.371019,0.510689
130,0.015737,0.238434,0.350991,0.370950,0.510684
140,0.015822,0.238433,0.351059,0.370877,0.510678
150,0.015946,0.238433,0.351129,0.370797,0.510669
160,0.016116,0.238431,0.351200,0.370713,0.510656
170,0.016341,0.238430,0.351271,0.370622,0.510638
180,0.016630,0.238427,0.351341,0.370524,0.510616
190,0.017428,0.238421,0.351480,0.370309,0.510555
200,0.017953,0.238418,0.351546,0.370191,0.510515
210,0.018571,0.238413,0.351610,0.370065,0.510468
220,0.019287,0.238408,0.351671,0.369931,0.510413
230,0.020108,0.238402,0.351728,0.369790,0.510350
240,0.021038,0.238396,0.351782,0.369641,0.510279
250,0.022082,0.238389,0.351831,0.369484,0.510199
260,0.023242,0.238381,0.351876,0.369318,0.510111
270,0.024523,0.238373,0.351917,0.369145,0.510013
280,0.025925,0.238364,0.351953,0.368962,0.509906
290,0.027452,0.238354,0.351984,0.368771,0.509789
300,0.029104,0.238344,0.352011,0.368571,0.509663
310,0.030882,0.238333,0.352034,0.368362,0.509527
320,0.034816,0.238310,0.352064,0.367918,0.509227
330,0.036971,0.238298,0.352072,0.367682,0.509063
340,0.039249,0.238285,0.352076,0.367438,0.508889
350,0.041651,0.238272,0.352075,0.367186,0.508707
360,0.044173,0.238259,0.352070,0.366925,0.508515
370,0.046814,0.238245,0.352061,0.366655,0.508314
380,0.049571,0.238231,0.352047,0.366378,0.508104
390,0.052443,0.238216,0.352029,0.366092,0.507886
400,0.055426,0.238202,0.352007,0.365799,0.507659
410,0.058518,0.238188,0.351982,0.365498,0.507425
420,0.061716,0.238173,0.351953,0.365189,0.507182
430,0.065017,0.238158,0.351920,0.364873,0.506932
440,0.068418,0.238144,0.351883,0.364551,0.506674
450,0.071916,0.238130,0.351843,0.364221,0.506409
460,0.079191,0.238102,0.351754,0.363542,0.505859
470,0.082963,0.238088,0.351705,0.363193,0.505574
480,0.086819,0.238075,0.351653,0.362838,0.505283
490,0.090758,0.238062,0.351598,0.362478,0.504986
500,0.094776,0.238049,0.351540,0.362112,0.504683
510,0.098870,0.238037,0.351480,0.361740,0.504375
520,0.103038,0.238025,0.351418,0.361363,0.504061
530,0.107277,0.238014,0.351353,0.360982,0.503743
540,0.111585,0.238004,0.351286,0.360596,0.503419
550,0.115958,0.237994,0.351217,0.360205,0.503091
560,0.120395,0.237985,0.351145,0.359809,0.502758
570,0.124894,0.237977,0.351072,0.359410,0.502421
580,0.129451,0.237969,0.350997,0.359006,0.502080
590,0.138734,0.237956,0.350841,0.358188,0.501386
600,0.143455,0.237950,0.350761,0.357774,0.501034
610,0.148227,0.237946,0.350679,0.357356,0.500678
620,0.153048,0.237942,0.350595,0.356935,0.500319
630,0.157916,0.237939,0.350510,0.356510,0.499957
640,0.162830,0.237937,0.350423,0.356083,0.499591
650,0.167787,0.237936,0.350335,0.355653,0.499223
660,0.172787,0.237936,0.350246,0.355220,0.498852
670,0.177828,0.237937,0.350155,0.354785,0.498478
680,0.182908,0.237939,0.350063,0.354347,0.498102
690,0.188026,0.237942,0.349970,0.353906,0.497723
700,0.193180,0.237945,0.349875,0.353464,0.497342
710,0.203595,0.237956,0.349684,0.352572,0.496574
720,0.208852,0.237963,0.349586,0.352123,0.496186
730,0.214142,0.237971,0.349487,0.351672,0.495797
740,0.219463,0.237980,0.349388,0.351219,0.495406
750,0.224813,0.237990,0.349287,0.350765,0.495013
760,0.230193,0.238001,0.349186,0.350309,0.494618
770,0.235600,0.238013,0.349083,0.349851,0.494221
780,0.241035,0.238027,0.348980,0.349392,0.493823
790,0.246496,0.238041,0.348876,0.348931,0.493424
800,0.251983,0.238057,0.348771,0.348469,0.493023
810,0.257494,0.238074,0.348665,0.348005,0.492621
820,0.263029,0.238092,0.348559,0.347541,0.492217
830,0.268587,0.238112,0.348452,0.347075,0.491813
840,0.279770,0.238154,0.348235,0.346140,0.491000
850,0.285394,0.238177,0.348125,0.345672,0.490591
860,0.291037,0.238202,0.348015,0.345202,0.490182
870,0.296701,0.238227,0.347904,0.344731,0.489772
880,0.302383,0.238254,0.347792,0.344259,0.489361
890,0.308084,0.238283,0.347680,0.343787,0.488949
900,0.313803,0.238312,0.347567,0.343314,0.488536
910,0.319539,0.238344,0.347453,0.342840,0.488122
920,0.325292,0.238376,0.347339,0.342366,0.487708
930,0.331062,0.238410,0.347224,0.341891,0.487293
940,0.336847,0.238445,0.347109,0.341416,0.486877
950,0.342647,0.238482,0.346993,0.340940,0.486461
960,0.348462,0.238520,0.346877,0.340464,0.486044
970,0.354292,0.238560,0.346759,0.339987,0.485627
980,0.365992,0.238644,0.346523,0.339033,0.484790
990,0.371861,0.238689,0.346405,0.338555,0.484371
1000,0.377743,0.238735,0.346285,0.338077,0.483952
1010,0.383638,0.238782,0.346165,0.337599,0.483532
1020,0.389544,0.238831,0.346045,0.337121,0.483112
1030,0.395461,0.238882,0.345924,0.336642,0.482692
1040,0.401389,0.238934,0.345803,0.336164,0.482271
1050,0.407328,0.238988,0.345681,0.335685,0.481850
1060,0.413277,0.239044,0.345558,0.335207,0.481429
1070,0.419236,0.239101,0.345435,0.334728,0.481008
1080,0.425205,0.239160,0.345298,0.334264,0.480586
1090,0.431183,0.239221,0.345135,0.333826,0.480165
1100,0.437170,0.239284,0.344955,0.333405,0.479743
1110,0.449169,0.239414,0.344563,0.332596,0.478899
1120,0.455180,0.239482,0.344357,0.332202,0.478477
1130,0.461200,0.239552,0.344145,0.331814,0.478055
1140,0.467227,0.239623,0.343928,0.331431,0.477632
1150,0.473261,0.239697,0.343707,0.331051,0.477210
1160,0.479302,0.239772,0.343482,0.330677,0.476788
1170,0.485350,0.239849,0.343253,0.330306,0.476366
1180,0.491405,0.239928,0.343020,0.329938,0.475944
1190,0.497465,0.240009,0.342784,0.329575,0.475521
1200,0.503532,0.240092,0.342544,0.329216,0.475099
1210,0.509605,0.240177,0.342301,0.328860,0.474678
1220,0.515684,0.240263,0.342054,0.328508,0.474256
1230,0.521768,0.240352,0.341804,0.328159,0.473834
1240,0.533951,0.240536,0.341294,0.327473,0.472991
1250,0.540051,0.240630,0.341035,0.327136,0.472570
1260,0.546155,0.240727,0.340772,0.326802,0.472149
1270,0.552263,0.240826,0.340506,0.326471,0.471728
1280,0.558376,0.240927,0.340237,0.326143,0.471307
1290,0.564493,0.241029,0.339965,0.325819,0.470887
