Timestamp: Y2023m11d29_h13m13s32
10,-0.020016,-0.024382,0.396088,0.322007,0.510465
20,-0.020015,-0.024382,0.396088,0.322007,0.510465
30,-0.020015,-0.024382,0.396088,0.322007,0.510465
40,-0.020015,-0.024382,0.396088,0.322007,0.510465
50,-0.020014,-0.024382,0.396088,0.322007,0.510465
60,-0.020014,-0.024382,0.396088,0.322007,0.510465
70,-0.020014,-0.024382,0.396088,0.322007,0.510465
80,-0.020014,-0.024382,0.396088,0.322007,0.510465
90,-0.020012,-0.024382,0.395996,0.322121,0.510465
100,-0.020010,-0.024382,0.395869,0.322276,0.510465
110,-0.020002,-0.024381,0.395711,0.322472,0.510466
120,-0.019985,-0.024379,0.395530,0.322696,0.510467
130,-0.019953,-0.024375,0.395332,0.322942,0.510469
140,-0.019899,-0.024369,0.395119,0.323210,0.510474
150,-0.019816,-0.024359,0.394892,0.323497,0.510480
160,-0.019695,-0.024345,0.394651,0.323805,0.510489
170,-0.019528,-0.024326,0.394399,0.324132,0.510502
180,-0.019308,-0.024300,0.394137,0.324477,0.510519
190,-0.019026,-0.024267,0.393866,0.324840,0.510540
200,-0.018674,-0.024226,0.393590,0.325217,0.510567
210,-0.018245,-0.024177,0.393309,0.325608,0.510600
220,-0.017733,-0.024118,0.393025,0.326012,0.510639
230,-0.017129,-0.024049,0.392740,0.326427,0.510686
240,-0.015628,-0.023877,0.392174,0.327287,0.510801
250,-0.014721,-0.023773,0.391895,0.327729,0.510870
260,-0.013702,-0.023658,0.391620,0.328180,0.510948
270,-0.012570,-0.023530,0.391348,0.328638,0.511035
280,-0.011321,-0.023389,0.391082,0.329104,0.511130
290,-0.009953,-0.023236,0.390820,0.329577,0.511235
300,-0.008464,-0.023069,0.390564,0.330058,0.511349
310,-0.006853,-0.022890,0.390312,0.330547,0.511473
320,-0.005119,-0.022697,0.390065,0.331044,0.511606
330,-0.003263,-0.022492,0.389822,0.331550,0.511748
340,-0.001283,-0.022275,0.389584,0.332064,0.511900
350,0.000818,-0.022045,0.389349,0.332589,0.512062
360,0.003040,-0.021802,0.389117,0.333122,0.512233
370,0.005382,-0.021549,0.388888,0.333666,0.512413
380,0.010419,-0.021007,0.388435,0.334787,0.512800
390,0.013110,-0.020720,0.388211,0.335363,0.513007
400,0.015912,-0.020422,0.387987,0.335952,0.513223
410,0.018824,-0.020115,0.387764,0.336552,0.513448
420,0.021843,-0.019798,0.387541,0.337164,0.513680
430,0.024966,-0.019473,0.387317,0.337788,0.513921
440,0.028190,-0.019139,0.387092,0.338424,0.514170
450,0.031513,-0.018797,0.386867,0.339072,0.514427
460,0.034932,-0.018447,0.386640,0.339731,0.514692
470,0.038444,-0.018091,0.386412,0.340402,0.514963
480,0.042046,-0.017728,0.386182,0.341084,0.515242
490,0.045735,-0.017359,0.385950,0.341777,0.515528
500,0.049508,-0.016984,0.385716,0.342482,0.515821
510,0.053363,-0.016604,0.385480,0.343197,0.516120
520,0.061307,-0.015831,0.385002,0.344660,0.516737
530,0.065391,-0.015439,0.384760,0.345406,0.517055
540,0.069545,-0.015043,0.384514,0.346163,0.517378
550,0.073768,-0.014644,0.384267,0.346929,0.517707
560,0.078057,-0.014243,0.384016,0.347704,0.518042
570,0.082410,-0.013839,0.383763,0.348489,0.518381
580,0.086825,-0.013434,0.383508,0.349283,0.518726
590,0.091298,-0.013028,0.383249,0.350085,0.519076
600,0.095829,-0.012620,0.382988,0.350896,0.519430
610,0.100415,-0.012211,0.382724,0.351715,0.519790
620,0.105054,-0.011802,0.382458,0.352542,0.520153
630,0.109745,-0.011393,0.382189,0.353376,0.520521
640,0.114485,-0.010984,0.381917,0.354217,0.520894
650,0.119273,-0.010576,0.381642,0.355066,0.521270
660,0.124107,-0.010168,0.381365,0.355922,0.521651
670,0.133908,-0.009357,0.380801,0.357654,0.522423
680,0.138872,-0.008953,0.380516,0.358530,0.522815
690,0.143876,-0.008551,0.380227,0.359411,0.523210
700,0.148919,-0.008151,0.379936,0.360299,0.523609
710,0.154000,-0.007754,0.379641,0.361193,0.524011
720,0.159117,-0.007359,0.379345,0.362092,0.524417
730,0.164269,-0.006967,0.379045,0.362998,0.524826
740,0.169456,-0.006577,0.378742,0.363908,0.525238
750,0.174676,-0.006191,0.378437,0.364824,0.525653
760,0.179928,-0.005808,0.378128,0.365745,0.526071
770,0.185211,-0.005429,0.377818,0.366671,0.526492
780,0.190524,-0.005053,0.377504,0.367601,0.526916
790,0.195867,-0.004682,0.377188,0.368537,0.527342
800,0.206636,-0.003951,0.376547,0.370421,0.528203
810,0.212061,-0.003592,0.376222,0.371369,0.528638
820,0.217512,-0.003238,0.375895,0.372322,0.529075
830,0.222988,-0.002889,0.375565,0.373279,0.529515
840,0.228489,-0.002545,0.375232,0.374240,0.529957
850,0.234013,-0.002206,0.374896,0.375204,0.530401
860,0.239561,-0.001872,0.374558,0.376173,0.530848
870,0.245130,-0.001544,0.374217,0.377145,0.531297
880,0.250722,-0.001221,0.373873,0.378121,0.531748
890,0.256334,-0.000905,0.373527,0.379100,0.532202
900,0.261968,-0.000594,0.373178,0.380083,0.532658
910,0.267621,-0.000289,0.372826,0.381068,0.533116
920,0.273293,0.000009,0.372472,0.382058,0.533576
930,0.284694,0.000586,0.371755,0.384045,0.534502
940,0.290421,0.000864,0.371393,0.385043,0.534968
950,0.296166,0.001136,0.371028,0.386044,0.535436
960,0.301927,0.001401,0.370661,0.387048,0.535906
970,0.307705,0.001658,0.370291,0.388054,0.536378
980,0.313499,0.001908,0.369918,0.389063,0.536852
990,0.319308,0.002151,0.369543,0.390075,0.537327
1000,0.325132,0.002386,0.369165,0.391089,0.537805
1010,0.330970,0.002613,0.368785,0.392106,0.538284
1020,0.336823,0.002832,0.368402,0.393125,0.538764
1030,0.342689,0.003044,0.368017,0.394146,0.539247
1040,0.348569,0.003248,0.367629,0.395169,0.539731
1050,0.360367,0.003630,0.366846,0.397222,0.540704
1060,0.366284,0.003809,0.366451,0.398251,0.541193
1070,0.372214,0.003979,0.366054,0.399282,0.541684
1080,0.378155,0.004140,0.365653,0.400316,0.542176
1090,0.384107,0.004293,0.365268,0.401335,0.542670
1100,0.390070,0.004436,0.364944,0.402299,0.543165
1110,0.396044,0.004571,0.364704,0.403186,0.543662
1120,0.402028,0.004697,0.364524,0.404020,0.544160
1130,0.408022,0.004813,0.364383,0.404820,0.544659
1140,0.414026,0.004920,0.364271,0.405595,0.545161
1150,0.420039,0.005018,0.364180,0.406351,0.545663
1160,0.426061,0.005107,0.364108,0.407091,0.546167
1170,0.432092,0.005185,0.364052,0.407819,0.546672
1180,0.444179,0.005314,0.363984,0.409238,0.547686
1190,0.450235,0.005364,0.363971,0.409931,0.548195
1200,0.456298,0.005404,0.363971,0.410613,0.548706
1210,0.462369,0.005434,0.363984,0.411285,0.549217
1220,0.468448,0.005454,0.364010,0.411947,0.549730
1230,0.474533,0.005464,0.364049,0.412598,0.550244
1240,0.480625,0.005463,0.364100,0.413240,0.550760
1250,0.486724,0.005453,0.364164,0.413872,0.551276
1260,0.492829,0.005433,0.364240,0.414495,0.551794
1270,0.498940,0.005402,0.364329,0.415108,0.552313
1280,0.505058,0.005361,0.364429,0.415711,0.552833
1290,0.511181,0.005310,0.364542,0.416306,0.553354
1300,0.517310,0.005249,0.364666,0.416891,0.553877
1310,0.523444,0.005178,0.364802,0.417468,0.554400
1320,0.535727,0.005006,0.365109,0.418594,0.555450
1330,0.541876,0.004904,0.365280,0.419144,0.555977
1340,0.548030,0.004793,0.365461,0.419686,0.556505
1350,0.554189,0.004672,0.365654,0.420219,0.557034
1360,0.560351,0.004541,0.365858,0.420744,0.557564
1370,0.566518,0.004401,0.366072,0.421261,0.558095
1380,0.572689,0.004251,0.366298,0.421770,0.558627
1390,0.578864,0.004092,0.366534,0.422271,0.559160
1400,0.585043,0.003923,0.366780,0.422765,0.559694
1410,0.591226,0.003745,0.367036,0.423250,0.560229
1420,0.597411,0.003559,0.367303,0.423728,0.560765
1430,0.603601,0.003363,0.367580,0.424199,0.561302
1440,0.609793,0.003159,0.367867,0.424662,0.561840
1450,0.622187,0.002724,0.368469,0.425568,0.562919
1460,0.628389,0.002495,0.368785,0.426010,0.563460
1470,0.634593,0.002257,0.369110,0.426445,0.564001
1480,0.640800,0.002012,0.369445,0.426873,0.564544
1490,0.647010,0.001758,0.369789,0.427294,0.565088
1500,0.653222,0.001498,0.370142,0.427709,0.565632
1510,0.659436,0.001229,0.370503,0.428117,0.566177
1520,0.665653,0.000954,0.370874,0.428519,0.566724
1530,0.671872,0.000672,0.371254,0.428914,0.567271
1540,0.678092,0.000383,0.371642,0.429303,0.567819
1550,0.684315,0.000087,0.372039,0.429685,0.568368
1560,0.690540,-0.000215,0.372444,0.430062,0.568918
1570,0.696766,-0.000524,0.372857,0.430432,0.569468
1580,0.702994,-0.000838,0.373278,0.430797,0.570020
1590,0.715455,-0.001485,0.374145,0.431509,0.571126
1600,0.721688,-0.001816,0.374590,0.431857,0.571680
1610,0.727922,-0.002153,0.375043,0.432199,0.572235
1620,0.734158,-0.002496,0.375503,0.432535,0.572791
1630,0.740395,-0.002843,0.375970,0.432867,0.573347
1640,0.746633,-0.003195,0.376445,0.433193,0.573905
1650,0.752872,-0.003551,0.376927,0.433513,0.574463
1660,0.759112,-0.003912,0.377416,0.433829,0.575022
1670,0.765353,-0.004277,0.377912,0.434140,0.575582
1680,0.771595,-0.004647,0.378414,0.434446,0.576143
1690,0.777838,-0.005020,0.378923,0.434747,0.576704
1700,0.784081,-0.005397,0.379439,0.435043,0.577267
1710,0.790326,-0.005777,0.379961,0.435335,0.577830
1720,0.802816,-0.006548,0.381024,0.435905,0.578958
1730,0.809063,-0.006938,0.381565,0.436184,0.579524
1740,0.815309,-0.007331,0.382111,0.436458,0.580090
1750,0.821557,-0.007727,0.382664,0.436728,0.580657
1760,0.827804,-0.008125,0.383222,0.436994,0.581225
1770,0.834052,-0.008526,0.383786,0.437255,0.581794
1780,0.840301,-0.008929,0.384355,0.437513,0.582363
1790,0.846550,-0.009334,0.384930,0.437767,0.582933
1800,0.852798,-0.009742,0.385510,0.438017,0.583504
1810,0.859047,-0.010151,0.386095,0.438264,0.584076
1820,0.865297,-0.010561,0.386685,0.438507,0.584648
1830,0.871546,-0.010973,0.387280,0.438746,0.585221
1840,0.877795,-0.011387,0.387880,0.438982,0.585795
1850,0.890294,-0.012218,0.389095,0.439443,0.586945
1860,0.896544,-0.012634,0.389708,0.439669,0.587522
1870,0.902793,-0.013052,0.390327,0.439892,0.588098
1880,0.909042,-0.013470,0.390950,0.440111,0.588676
1890,0.915291,-0.013889,0.391577,0.440328,0.589254
1900,0.921540,-0.014309,0.392208,0.440541,0.589834
1910,0.927788,-0.014728,0.392844,0.440752,0.590414
1920,0.934036,-0.015148,0.393483,0.440960,0.590994
1930,0.940284,-0.015568,0.394126,0.441165,0.591576
1940,0.946532,-0.015988,0.394773,0.441367,0.592158
1950,0.952779,-0.016407,0.395424,0.441567,0.592741
1960,0.959026,-0.016827,0.396078,0.441764,0.593324
1970,0.965273,-0.017245,0.396736,0.441959,0.593908
1980,0.971519,-0.017664,0.397397,0.442151,0.594494
1990,0.984010,-0.018498,0.398730,0.442529,0.595666
2000,0.990255,-0.018914,0.399401,0.442714,0.596253
2010,0.996499,-0.019329,0.400076,0.442897,0.596841
2020,1.002742,-0.019743,0.400753,0.443079,0.597429
2030,1.008985,-0.020156,0.401433,0.443258,0.598019
2040,1.015227,-0.020568,0.402117,0.443435,0.598609
2050,1.021469,-0.020978,0.402803,0.443610,0.599199
2060,1.027710,-0.021386,0.403492,0.443783,0.599791
2070,1.033950,-0.021793,0.404183,0.443955,0.600383
2080,1.040190,-0.022199,0.404880,0.444122,0.600976
2090,1.046429,-0.022602,0.405598,0.444270,0.601570
2100,1.052667,-0.023004,0.406331,0.444406,0.602164
2110,1.065141,-0.023802,0.407825,0.444652,0.603355
2120,1.071377,-0.024197,0.408583,0.444766,0.603951
2130,1.077611,-0.024591,0.409347,0.444875,0.604548
2140,1.083845,-0.024982,0.410116,0.444979,0.605146
2150,1.090078,-0.025371,0.410890,0.445080,0.605745
2160,1.096310,-0.025757,0.411669,0.445176,0.606344
2170,1.102541,-0.026141,0.412452,0.445269,0.606944
2180,1.108770,-0.026523,0.413239,0.445358,0.607544
2190,1.114999,-0.026901,0.414031,0.445444,0.608146
2200,1.121226,-0.027277,0.414826,0.445525,0.608748
2210,1.127452,-0.027650,0.415626,0.445604,0.609350
2220,1.133677,-0.028020,0.416429,0.445680,0.609953
2230,1.139900,-0.028387,0.417236,0.445751,0.610557
2240,1.152343,-0.029112,0.418861,0.445886,0.611767
2250,1.158562,-0.029470,0.419679,0.445949,0.612373
2260,1.164779,-0.029825,0.420501,0.446008,0.612980
2270,1.170995,-0.030176,0.421326,0.446065,0.613587
2280,1.177210,-0.030524,0.422154,0.446118,0.614195
2290,1.183423,-0.030869,0.422985,0.446169,0.614804
2300,1.189635,-0.031209,0.423820,0.446217,0.615413
2310,1.195845,-0.031547,0.424657,0.446262,0.616023
2320,1.202053,-0.031880,0.425498,0.446305,0.616633
