Timestamp: Y2023m12d01_h12m55s54
10,0.331201
20,0.328602
30,0.325951
40,0.323250
50,0.320498
60,0.317697
70,0.314849
80,0.311953
90,0.309012
100,0.306025
110,0.302995
120,0.299922
130,0.296807
140,0.293651
150,0.290455
160,0.287221
170,0.283950
180,0.280641
190,0.277298
200,0.273919
210,0.270508
220,0.267064
230,0.263589
240,0.260084
250,0.256549
260,0.252987
270,0.249397
280,0.245782
290,0.242142
300,0.238478
310,0.234791
320,0.231082
330,0.227353
340,0.223604
350,0.219836
360,0.216051
370,0.212249
380,0.208431
390,0.204599
400,0.200742
410,0.196719
420,0.192379
430,0.187342
440,0.181101
450,0.173176
460,0.163149
470,0.150689
480,0.135561
490,0.117608
500,0.096754
510,0.072964
520,0.046249
530,0.016631
540,0.015839
550,0.051108
560,0.089089
570,0.129700
580,0.172831
590,0.218390
600,0.266253
610,0.316321
620,0.368460
630,0.422565
640,0.478496
650,0.536142
660,0.595366
670,0.656054
680,0.781314
690,0.845652
700,0.910984
710,0.977199
720,1.044201
730,1.111895
740,1.180195
750,1.249021
760,1.318298
770,1.387961
780,1.457946
790,1.528202
800,1.598674
810,1.669322
820,1.740103
830,1.810986
840,1.881934
850,1.952926
860,2.023932
870,2.094937
880,2.165915
890,2.236857
900,2.307728
910,2.378491
920,2.449092
930,2.519478
940,2.589569
950,2.659288
960,2.728533
970,2.797210
980,2.865202
990,2.932406
1000,2.998702
1010,3.063996
1020,3.128184
1030,3.191190
1040,3.252925
1050,3.313336
1060,3.372353
1070,3.429942
1080,3.486054
1090,3.540674
1100,3.593773
1110,3.645352
1120,3.695399
1130,3.743930
1140,3.790945
1150,3.836471
1160,3.880521
1170,3.923129
1180,3.964316
1190,4.004121
1200,4.042571
1210,4.079708
1220,4.115563
1230,4.150179
1240,4.183591
1250,4.215839
1260,4.246960
1270,4.276993
1280,4.305976
1290,4.333946
1300,4.360940
1310,4.386992
1320,4.412138
1330,4.436410
1340,4.459843
1350,4.482467
1360,4.504313
1370,4.525410
1380,4.545785
1390,4.565467
1400,4.584482
1410,4.602855
1420,4.637766
1430,4.654351
1440,4.670384
1450,4.685886
1460,4.700874
1470,4.715368
1480,4.729386
1490,4.742945
1500,4.756060
1510,4.768747
1520,4.781021
1530,4.792896
1540,4.804387
1550,4.815505
1560,4.826263
1570,4.836675
1580,4.846751
1590,4.856502
1600,4.865939
1610,4.875072
1620,4.883911
1630,4.892465
1640,4.900744
1650,4.908757
1660,4.916512
1670,4.924016
1680,4.931279
1690,4.938307
1700,4.945109
1710,4.951692
1720,4.958061
1730,4.964224
1740,4.970187
1750,4.975958
1760,4.981541
1770,4.986942
1780,4.992168
1790,4.997224
1800,5.002114
1810,5.006845
1820,5.011421
1830,5.015848
1840,5.020129
1850,5.024270
1860,5.028275
1870,5.032147
1880,5.035892
1890,5.039515
1900,5.043016
1910,5.046402
1920,5.049675
1930,5.052840
1940,5.055899
1950,5.058856
1960,5.061715
1970,5.064478
1980,5.067149
1990,5.069730
